WineID,WineName,Type,Elaborate,Grapes,Harmonize,ABV,Body,Acidity,Code,Country,RegionID,RegionName,WineryID,WineryName,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality
108974,Felix Lemberger Trocken,Red,Varietal/100%,['Lemberger'],"['Beef', 'Veal', 'Lamb', 'Barbecue']",13.0,Medium-bodied,High,DE,Germany,1111,Württemberg,15742,Wachtstetter,10.3,0.38,0.75,3.18,0.2,58.55,84.36,1.0,3.22,1.91,11.98,3
109954,Merlot Reserve Trocken,Red,Varietal/100%,['Merlot'],"['Pork', 'Beef', 'Game Meat', 'Maturated Cheese']",13.5,Medium-bodied,Medium,DE,Germany,1111,Württemberg,15727,Aldinger,9.18,1.44,0.65,2.93,0.41,71.1,234.15,0.99,2.77,1.6,14.41,5
111478,Sauternes (Premier Grand Cru Classé),Dessert,Assemblage/Blend,"['Sémillon', 'Sauvignon Blanc']","['Fruit Dessert', 'Blue Cheese']",13.5,Full-bodied,High,FR,France,1455,Sauternes,32311,Château Suduiraut,7.49,0.91,0.85,4.33,0.45,11.68,217.76,1.0,3.14,0.54,8.24,5
112875,Vieille Vigne Gevrey-Chambertin,Red,Varietal/100%,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",13.0,Medium-bodied,Medium,FR,France,1298,Gevrey-Chambertin,24980,Domaine Fourrier,11.34,1.31,0.66,8.78,0.48,43.18,58.22,1.0,3.74,1.78,12.88,8
113730,Pommard Premier Cru 'Grand Clos des Épenots',Red,Varietal/100%,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",13.0,Medium-bodied,Medium,FR,France,1405,Pommard,23305,Domaine de Courcel,5.67,1.44,0.57,11.25,0.48,28.04,65.25,0.99,2.71,1.13,10.08,7
114717,Coteaux d'Aix-en-Provence Rosé,Rosé,Assemblage/Provence Rosé Blend,"['Syrah/Shiraz', 'Cinsault', 'Grenache']","['Seafood', 'Shellfish', 'Vegetarian', 'Poultry', 'Tomato Dishes']",13.0,Light-bodied,Medium,FR,France,1411,Provence,30338,Moonlight & Roses,7.51,0.58,0.09,10.44,0.06,69.86,110.84,0.99,3.13,1.82,14.47,7
114973,Sancerre Les Baronnes Rosé,Rosé,Varietal/100%,['Pinot Noir'],"['Aperitif', 'Snack', 'Salad', 'Vegetarian']",13.5,Medium-bodied,Medium,FR,France,1448,Sancerre,31938,Henri Bourgeois,8.4,0.27,0.37,4.77,0.3,60.79,143.12,1.0,3.22,1.66,14.8,9
115171,Pessac-Léognan,Red,Assemblage/Bordeaux Red Blend,"['Merlot', 'Cabernet Sauvignon', 'Petit Verdot']","['Beef', 'Veal', 'Lamb', 'Game Meat', 'Poultry']",13.0,Full-bodied,High,FR,France,1400,Pessac-Léognan,29759,Château Pontet-Caillou,9.47,0.44,0.27,14.83,0.04,60.52,180.97,1.0,3.4,1.02,14.61,3
116418,Château Chemin Royal Moulis-en-Médoc,Red,Assemblage/Bordeaux Red Blend,"['Merlot', 'Cabernet Sauvignon']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",13.8,Full-bodied,High,FR,France,1368,Moulis-en-Médoc,27242,Château Fonréaud,13.42,0.74,0.24,11.59,0.33,34.28,110.4,1.0,3.9,0.34,11.32,3
117009,Santenay Rouge,Red,Varietal/100%,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",13.0,Light-bodied,High,FR,France,1449,Santenay,22801,Louis Latour,6.4,1.33,0.97,8.86,0.27,30.45,136.9,0.99,3.15,0.76,14.03,6
118457,Fleurie La Madone,Red,Varietal/100%,['Gamay Noir'],"['Pasta', 'Beef', 'Veal', 'Lamb', 'Maturated Cheese']",13.0,Light-bodied,High,FR,France,1289,Fleurie,18588,Albert Bichot,10.17,1.39,0.39,9.71,0.53,20.41,217.53,1.0,3.15,1.22,13.91,8
118927,Nuits-St-Georges Les Plateaux,Red,Varietal/100%,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",13.0,Medium-bodied,High,FR,France,1392,Nuits-Saint-Georges,25086,Mongeard-Mugneret,11.11,0.11,0.89,6.85,0.22,5.0,16.38,0.99,3.66,1.38,10.23,7
119803,Cinsault-Grenache Rosé,Rosé,Assemblage/Blend,"['Grenache', 'Cinsault']","['Appetizer', 'Snack', 'Pasta', 'Vegetarian', 'Chicken']",12.0,Medium-bodied,High,FR,France,1474,Vin de France,33734,La Francette,4.56,0.87,0.63,4.29,0.08,62.4,77.44,0.99,3.29,0.74,13.8,4
120737,Les Dessous des Dentelles,Red,Assemblage/Rhône Red Blend,"['Grenache', 'Mourvedre', 'Syrah/Shiraz']","['Beef', 'Lamb', 'Game Meat']",14.3,Full-bodied,Medium,FR,France,1302,Gigondas,32987,Château La Croix des Pins,11.29,0.73,0.79,5.9,0.09,58.72,207.88,0.99,2.99,0.54,8.26,5
125678,Les Fuées Chambolle-Musigny 1er Cru,Red,Varietal/100%,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",13.0,Full-bodied,High,FR,France,1184,Chambolle-Musigny,19028,Domaine Faiveley,6.05,0.43,0.5,11.89,0.46,71.98,259.34,1.0,3.29,1.72,12.17,3
126285,Lou Mansengou,Dessert,Varietal/100%,['Petit Manseng'],"['Rich Fish', 'Fruit Dessert', 'Vegetarian', 'Poultry', 'Soft Cheese']",12.0,Medium-bodied,High,FR,France,1322,Jurançon,32413,Domaine Larroudé,4.78,0.28,0.58,0.81,0.37,71.76,150.8,1.0,2.88,1.97,9.61,5
126510,Cabardès Rosé,Rosé,Assemblage/Provence Rosé Blend,"['Cabernet Franc', 'Grenache', 'Cinsault', 'Syrah/Shiraz']","['Appetizer', 'Snack', 'Pasta', 'Chicken', 'Vegetarian']",13.0,Medium-bodied,High,FR,France,1165,Cabardès,19874,Château Jouclary,15.39,0.61,0.49,2.33,0.07,40.44,156.59,1.0,2.93,1.19,8.84,5
127658,Marc d'Alsace Riesling,Dessert,Varietal/100%,['Riesling'],"['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat']",48.0,Medium-bodied,Medium,FR,France,1125,Alsace,15877,Gerard Schueller,15.59,1.51,0.2,1.29,0.06,55.6,36.33,1.0,3.35,0.59,8.54,6
128544,Chablis 1er Cru 'Montmains',White,Varietal/100%,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",12.5,Medium-bodied,High,FR,France,1178,Chablis 1er Cru 'Montmains',20243,J. Moreau & Fils,13.7,0.58,0.72,1.21,0.42,68.08,132.62,1.0,3.24,0.76,12.87,7
132977,Bandol Cuvée Spéciale La Louffe,Red,Assemblage/Blend,"['Mourvedre', 'Grenache', 'Cinsault']","['Beef', 'Veal', 'Lamb', 'Maturated Cheese', 'Hard Cheese']",14.0,Full-bodied,Medium,FR,France,1133,Bandol,16512,Domaine Tempier,7.66,0.88,0.28,13.35,0.05,61.32,156.73,1.0,3.89,0.33,10.38,3
133447,Meursault 1er Cru 'La Pièce Sous Le Bois',White,Varietal/100%,['Chardonnay'],"['Pasta', 'Chicken', 'Rich Fish', 'Shellfish', 'Soft Cheese']",13.5,Full-bodied,Medium,FR,France,1351,Meursault 1er Cru 'La pièce sous le Bois',23149,Demessey,5.17,1.15,0.02,11.08,0.49,18.56,74.62,1.0,3.17,1.85,13.07,5
138299,Rosato,Rosé,Assemblage/Blend,"['Barbera', 'Dolcetto']","['Fish', 'Tomato Dishes', 'Poultry', 'Mushrooms', 'Blue Cheese']",12.0,Light-bodied,Medium,IT,Italy,1655,Piemonte,46088,Enzo Bartoli,12.21,0.65,0.65,7.67,0.43,32.99,82.2,1.0,3.45,0.5,8.46,3
138622,Ricarico Prestige Cuvée,Red,Assemblage/Blend,"['Primitivo', 'Negroamaro']","['Beef', 'Pasta', 'Lamb', 'Game Meat', 'Grilled', 'Maturated Cheese']",14.5,Full-bodied,Medium,IT,Italy,1662,Puglia,45429,Giordano,9.28,1.56,0.18,2.06,0.06,10.17,112.77,1.0,3.52,1.28,10.21,4
138625,Nicolon Barbera d'Alba,Red,Varietal/100%,['Barbera'],"['Pasta', 'Veal', 'Pork', 'Game Meat', 'Poultry']",14.5,Medium-bodied,High,IT,Italy,1511,Barbera d'Alba,45316,Angelo Negro,5.46,1.54,0.94,7.93,0.06,68.74,11.68,1.0,2.72,0.77,11.78,6
138765,Langhe Nebbiolo,Red,Varietal/100%,['Nebbiolo'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",14.0,Full-bodied,High,IT,Italy,1618,Langhe,45965,Cascina Ballarin,9.94,0.48,0.95,7.65,0.59,44.04,97.15,0.99,3.56,1.24,13.54,4
139210,Al Poggio Chardonnay di Toscana,White,Varietal/100%,['Chardonnay'],"['Pasta', 'Vegetarian', 'Appetizer', 'Snack', 'Lean Fish', 'Cured Meat']",13.0,Medium-bodied,High,IT,Italy,1699,Toscana,42434,Castello di Ama,4.41,0.85,0.91,3.18,0.23,17.23,65.84,1.0,2.93,1.41,10.23,3
139388,Gabbiano Pinot Grigio,White,Varietal/>75%,"['Pinot Grigio', 'Chardonnay']","['Appetizer', 'Shellfish', 'Pasta', 'Vegetarian', 'Mushrooms']",12.0,Medium-bodied,Medium,IT,Italy,1736,Delle Venezie,51161,Cavaliere d'Oro,14.91,0.55,0.37,7.06,0.23,48.69,98.68,1.0,3.95,1.71,12.38,9
139693,Zinfandel,Red,Varietal/100%,['Zinfandel'],"['Beef', 'Veal', 'Lamb', 'Pasta']",14.0,Full-bodied,Medium,IT,Italy,1662,Puglia,46686,Masseria Trajone,7.11,0.53,0.02,6.54,0.49,44.89,39.89,0.99,2.89,0.65,14.2,3
140114,La Primavera in Rosa Rosé Italia,Rosé,Assemblage/Blend,"['Negroamaro', 'Merlot', 'Refosco']","['Aperitif', 'Beef', 'Pasta', 'Seafood', 'Shellfish', 'Salad']",13.0,Medium-bodied,Medium,IT,Italy,1734,Vino d'Italia,46629,Grande Alberone,11.95,0.16,0.93,9.78,0.57,26.43,258.02,1.0,3.24,0.32,12.31,7
140262,Müller Thurgau Alto Adige,White,Varietal/100%,['Müller-Thurgau'],"['Appetizer', 'Snack', 'Risotto', 'Seafood', 'Vegetarian']",13.0,Medium-bodied,Medium,IT,Italy,1690,Südtirol-Alto Adige,47681,Kettmeir,7.74,1.01,0.43,10.06,0.59,9.06,173.99,1.0,2.81,0.53,9.63,5
140962,Riserva Prêt-A-Porter,Red,Assemblage/Valpolicella Red Blend,"['Corvina', 'Corvinone', 'Rondinella', 'Molinara']","['Beef', 'Lamb', 'Game Meat', 'Blue Cheese']",15.5,Very full-bodied,Medium,IT,Italy,1505,Amarone della Valpolicella,40883,Bottega,10.24,0.85,0.97,1.28,0.45,48.68,198.19,1.0,4.0,1.83,8.17,5
141193,Brachetto d'Acqui,Sparkling,Varietal/100%,['Brachetto'],"['Appetizer', 'Snack', 'Fruit', 'Cake', 'Cream']",6.0,Medium-bodied,High,IT,Italy,1528,Brachetto d'Acqui,40964,Il Falchetto,10.56,0.18,0.96,6.18,0.23,37.94,229.34,1.0,3.35,1.79,14.09,4
142170,Torgaio Toscana,Red,Assemblage/Blend,"['Sangiovese', 'Merlot', 'Alicante Bouschet', 'Petit Verdot']","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",13.0,Medium-bodied,Medium,IT,Italy,1699,Toscana,41958,Ruffino,6.22,0.52,0.85,9.93,0.06,55.83,147.06,1.0,3.47,1.32,8.15,6
143222,Dulcis Moscato d'Asti,Dessert,Varietal/100%,['Muscat/Moscato'],"['Fruit Dessert', 'Appetizer', 'Cake']",5.5,Light-bodied,Medium,IT,Italy,1641,Moscato d'Asti,45249,San Silvestro,15.64,1.46,0.29,8.1,0.47,37.93,30.6,0.99,2.79,1.32,14.12,9
143800,Narin Barbaresco,Red,Varietal/100%,['Nebbiolo'],"['Beef', 'Pasta', 'Lamb', 'Game Meat']",14.5,Full-bodied,High,IT,Italy,1510,Barbaresco,45329,Carlo Giacosa,13.3,0.46,0.39,13.36,0.34,61.5,158.0,1.0,3.67,1.43,11.7,8
143806,Solatio Moscato d'Asti,White,Varietal/100%,['Muscat/Moscato'],"['Appetizer', 'Fruit Dessert', 'Soft Cheese']",5.0,Light-bodied,Medium,IT,Italy,1508,Asti,41092,Roberto Sarotto,15.27,0.32,0.85,10.41,0.26,40.19,172.08,1.0,2.97,0.6,14.57,5
144081,Barbera d'Alba,Red,Varietal/100%,['Barbera'],"['Pasta', 'Veal', 'Pork', 'Game Meat', 'Poultry']",15.0,Medium-bodied,Medium,IT,Italy,1511,Barbera d'Alba,45828,Filippo Gallino,14.74,0.83,0.32,3.03,0.54,40.83,216.96,0.99,3.87,1.85,13.59,7
147123,Belcaro Vin Santo del Chianti Classico,Dessert,Assemblage/Blend,"['Trebbiano', 'Malvasia']","['Beef', 'Lamb', 'Pork', 'Spicy Food']",15.5,Medium-bodied,High,IT,Italy,3005,Vin Santo del Chianti Classico,42419,San Felice,11.17,1.58,0.17,1.65,0.08,63.24,128.16,0.99,2.97,1.01,14.99,4
147453,Bardolino Classico,Red,Assemblage/Valpolicella Red Blend,"['Corvina', 'Rondinella', 'Molinara']","['Pasta', 'Poultry', 'Soft Cheese']",12.5,Full-bodied,Medium,IT,Italy,1518,Bardolino Classico,51195,Carlo Zenegaglia,15.06,0.46,0.56,10.17,0.3,29.65,42.11,1.0,2.95,0.95,10.45,4
149407,Langhe Chardonnay,White,Varietal/100%,['Chardonnay'],"['Appetizer', 'Pizza', 'Lean Fish', 'Maturated Cheese', 'Cured Meat']",13.0,Medium-bodied,Medium,IT,Italy,1618,Langhe,44116,Mustela,5.06,1.11,0.94,1.0,0.02,10.52,86.31,1.0,2.75,1.18,13.37,8
149550,Barolo Riserva,Red,Varietal/100%,['Nebbiolo'],"['Beef', 'Pasta', 'Lamb', 'Game Meat', 'Hard Cheese']",14.5,Full-bodied,High,IT,Italy,1519,Barolo,44266,Cascina Ghercina,6.35,1.24,0.7,9.33,0.29,3.04,108.75,1.0,3.31,0.38,10.81,7
149765,Barolo,Red,Varietal/100%,['Nebbiolo'],"['Beef', 'Pasta', 'Lamb', 'Game Meat']",14.0,Full-bodied,High,IT,Italy,1519,Barolo,45715,Francesco Scanavino,4.54,0.46,0.57,14.61,0.04,54.61,188.79,1.0,3.43,0.58,11.36,6
150384,Cerequio Barolo,Red,Varietal/100%,['Nebbiolo'],"['Beef', 'Pasta', 'Lamb', 'Game Meat']",14.0,Full-bodied,High,IT,Italy,1519,Barolo,45273,Saglietti Flavio,7.9,1.19,0.1,9.17,0.08,45.04,167.53,1.0,2.79,1.55,12.39,7
150820,Fiano del Salento,White,Varietal/100%,['Fiano'],"['Seafood', 'Vegetarian', 'Appetizer', 'Snack']",12.5,Medium-bodied,High,IT,Italy,1678,Salento,47347,Mottura,8.66,0.65,0.62,6.38,0.08,50.99,106.78,0.99,3.71,0.44,14.12,6
153611,Manzoni Moscato Spumante,Sparkling,Assemblage/Blend,"['Raboso Piave', 'Muscat of Hamburg']","['Appetizer', 'Snack', 'Lean Fish', 'Fruit']",11.5,Light-bodied,High,IT,Italy,1721,Veneto,51547,Bonotto delle Tezze,7.26,1.05,0.99,10.18,0.39,16.12,285.18,0.99,3.29,1.33,14.89,7
154979,Fior di Vigna Dolce Rosso,Dessert,Varietal/100%,['Brachetto'],"['Chocolate', 'Sweet Dessert', 'Fruit']",4.0,Full-bodied,Low,IT,Italy,1618,Langhe,44162,Vallebelbo,13.94,1.05,0.14,7.43,0.45,10.68,177.43,0.99,3.38,0.72,13.38,7
160271,Rare Cream Sherry Superior (Solera Reserva),Dessert/Port,Varietal/>75%,"['Palomino', 'Pedro Ximenez']","['Appetizer', 'Snack', 'Fruit Dessert', 'Maturated Cheese', 'Hard Cheese']",20.0,Full-bodied,High,ES,Spain,3707,Cream Sherry,36069,Lustau,8.28,0.9,0.52,8.73,0.35,2.03,73.14,1.0,3.27,0.96,10.92,3
160277,Fino Eléctrico 3 Fases,Dessert,Varietal/100%,['Pedro Ximenez'],"['Sweet Dessert', 'Lean Fish', 'Cold Cuts', 'Blue Cheese']",15.0,Full-bodied,Medium,ES,Spain,1994,Montilla-Moriles,36405,Toro Albalá,7.37,0.24,0.88,14.63,0.58,25.89,34.8,0.99,3.22,0.79,10.95,4
162391,La Tinaja de Aranzazu,White,Varietal/100%,['Albariño'],"['Appetizer', 'Snack', 'Vegetarian', 'Pasta', 'Shellfish', 'Lean Fish']",13.0,Medium-bodied,Medium,ES,Spain,2018,Rías Baixas,35956,Nanclares y Prieto,10.51,1.35,0.74,6.35,0.23,42.88,49.26,1.0,3.43,0.9,13.16,7
162507,Coyam,Red,Assemblage/Blend,"['Syrah/Shiraz', 'Petit Verdot', 'Carmenère', 'Garnacha', 'Cabernet Sauvignon', 'Carignan/Cariñena', 'Malbec', 'Tempranillo', 'Mourvedre']","['Beef', 'Lamb', 'Pork', 'Game Meat', 'Maturated Cheese', 'Hard Cheese']",14.0,Full-bodied,High,CL,Chile,2268,Colchagua Valley,40381,Emiliana,5.69,0.58,0.7,14.92,0.18,28.85,75.61,1.0,2.9,1.52,9.67,8
163101,Las Mulas Reserva Sauvignon Blanc,White,Varietal/100%,['Sauvignon Blanc'],"['Shellfish', 'Vegetarian', 'Goat Cheese']",13.0,Medium-bodied,High,CL,Chile,2267,Central Valley (CL),39549,Miguel Torres Chile,13.63,0.38,0.7,14.09,0.52,32.06,51.47,1.0,2.94,0.81,8.77,7
163876,El Espiritu de Cachapoal Brut,Sparkling,Varietal/100%,['Chardonnay'],"['Grilled', 'Salad', 'Chicken', 'Seafood', 'Shellfish']",13.0,Light-bodied,High,CL,Chile,2265,Cachapoal Valley,39008,Château Los Boldos,4.89,0.16,0.36,3.52,0.14,65.2,58.8,0.99,3.82,1.26,10.48,5
165143,Cabernet Franc,Red,Varietal/100%,['Cabernet Franc'],"['Beef', 'Pork', 'Game Meat', 'Spicy Food', 'Maturated Cheese']",14.3,Medium-bodied,Medium,CL,Chile,2278,Maule Valley,40284,Erasmo,15.84,0.99,0.29,1.63,0.58,25.73,86.68,1.0,3.93,1.11,10.01,4
167079,Reserva Cabernet Franc,Red,Varietal/100%,['Cabernet Franc'],"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']",14.0,Medium-bodied,Medium,UY,Uruguay,2576,Maldonado,70347,Bodega Garzón,13.27,1.12,0.81,2.1,0.02,37.49,55.06,0.99,3.19,1.43,10.07,5
167464,Los Cardos Malbec,Red,Varietal/100%,['Malbec'],"['Beef', 'Lamb', 'Poultry', 'French Fries']",14.5,Full-bodied,High,AR,Argentina,2058,Mendoza,60992,Doña Paula,6.38,0.12,0.81,0.87,0.58,56.64,259.78,1.0,3.05,1.89,9.64,4
168182,Gran Malbec,Red,Varietal/100%,['Malbec'],"['Beef', 'Lamb', 'Poultry']",15.0,Very full-bodied,Medium,AR,Argentina,2056,Lujan de Cuyo,61449,De Angeles Viña 1924,4.07,0.87,0.87,2.01,0.04,29.15,28.71,0.99,3.54,1.55,8.29,5
168457,Extra Brut Cuvée Spéciale Baron B,Sparkling,Assemblage/Blend,"['Chardonnay', 'Pinot Noir']","['Pork', 'Fish', 'Poultry', 'Vegetarian']",12.5,Medium-bodied,Medium,AR,Argentina,2058,Mendoza,61293,CHANDON Argentina,13.79,0.44,0.91,10.78,0.54,45.17,154.44,1.0,3.23,0.67,8.13,7
173331,Unwooded Chardonnay,White,Varietal/100%,['Chardonnay'],"['Pork', 'Poultry', 'Vegetarian', 'Soft Cheese']",13.3,Medium-bodied,Medium,ZA,South Africa,2627,Western Cape,70437,Boplaas,12.48,1.07,0.51,1.66,0.32,62.23,122.14,1.0,2.73,0.35,14.91,7
174274,Cabernet Sauvignon-Shiraz,Red,Assemblage/Blend,"['Cabernet Sauvignon', 'Syrah/Shiraz']","['Beef', 'Lamb', 'Poultry']",13.5,Very full-bodied,Medium,AU,Australia,2156,South Australia,64418,Oxford Landing,12.75,0.36,0.5,5.35,0.6,68.42,284.01,0.99,2.9,0.75,10.99,3
175454,The Visionary Cabernet Sauvignon,Red,Varietal/100%,['Cabernet Sauvignon'],"['Beef', 'Veal', 'Lamb', 'Poultry']",14.5,Full-bodied,Medium,AU,Australia,2105,Clare Valley,63253,Taylors/Wakefield,13.26,1.14,0.8,13.19,0.05,11.44,37.71,0.99,3.63,1.31,10.69,8
175754,Rocky Gully Cabernets,Red,Assemblage/Bordeaux Red Blend,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Pasta', 'Lamb', 'Game Meat']",14.5,Full-bodied,High,AU,Australia,2112,Frankland River,63429,Frankland Estate,4.89,0.68,0.65,0.95,0.34,66.79,118.59,1.0,3.56,0.39,12.76,5
175908,Haven Pinot Noir,Red,Varietal/100%,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",13.5,Medium-bodied,Medium,AU,Australia,2134,Mornington Peninsula,64038,Kooyong,8.3,1.51,0.7,12.74,0.58,35.94,280.36,1.0,2.74,1.14,9.53,6
